technique,summary,success,error,latency,summary_length,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,news_id,sentences_count,original_length
Position Biased,"! [Inventário Biologico e Social_banner.jpg.jpeg](https://www.gov.br/inpa/pt-br/assuntos/noticias/2026/protecao-do-territorio/inventario-biologico-e-social_banner-jpg.jpeg/@@images/42c4a1d3-32ab-4573-950a-118ea76178ff.jpeg) Cientistas de cinco países e especialistas indígenas apresentaram nesta quinta-feira (27)  materiais que unem conhecimentos biológicos, indígenas e pesquisa social produzidos a partir de expedição científica realizada no extremo oeste do Amazonas.",True,,0.028220415115356445,471,0.4189189189189189,0.38271604938271603,0.4,0.3013698630136986,0.275,0.28758169934640526,0.2702702702702703,0.24691358024691357,0.25806451612903225,doc_15_22_syn_short_8939,3,1088
Position Biased,"Parceria garante novas edições do concurso até 2028 e aproxima pesquisa, setor produtivo e políticas públicas para o desenvolvimento florestal sustentável ! [CNI ACT.png](https://www.gov.br/florestal/pt-br/assuntos/noticias/2025/dezembro/sfb-e-cni-fortalecem-cooperacao-para-premio-em-estudos-de-economia-e-mercado-florestal/cni-act.png/@@images/8459a8f9-7b04-4cc8-a908-b39a43554e96.png)",True,,0.027155399322509766,387,0.5396825396825397,0.5666666666666667,0.5528455284552845,0.3709677419354839,0.3898305084745763,0.3801652892561984,0.3333333333333333,0.35,0.3414634146341463,doc_15_03_syn_extract_first_7291,3,386
Position Biased,"A Autoridade Nacional de Segurança Nuclear (ANSN) co-organizou, em parceria com o Escritório de Assuntos Legais da Agência Internacional de Energia Atômica (AIEA), o Workshop Nacional sobre a Convenção de Compensação Suplementar por Dano Nuclear (CSC), realizado no Hotel Windsor Brasília, entre os dias 9 e 12 de dezembro. O evento reuniu representantes de instituições estratégicas do setor nuclear brasileiro para uma discussão aprofundada sobre o regime global de responsabilidade civil por danos nucleares e seus potenciais impactos para o País. Atenta ao cenário atual do Programa Nuclear Brasileiro e às agendas que apontam para sua expansão, a ANSN estruturou o workshop como um espaço de governança técnica, articulação interinstitucional e qualificação do debate nacional.",True,,0.03439188003540039,782,0.6940298507462687,0.7322834645669292,0.7126436781609197,0.42857142857142855,0.4523809523809524,0.44015444015444016,0.5298507462686567,0.5590551181102362,0.5440613026819924,doc_05_01,3,4756
Position Biased,"Ação marca início da distribuição dos mil ônibus da 2ª etapa do Novo PAC Seleções, que beneficiarão até 120 mil estudantes de áreas rurais e de difícil acesso em todo o país, com investimentos de R$ 500 milhões ! [1](https://www.gov.br/fnde/pt-br/assuntos/noticias/governo-do-brasil-entrega-324-onibus-escolares-do-caminho-da-escola/1/@@images/16206f11-1d29-4f2b-8eb2-e50800f28a06.jpeg)",True,,0.02585601806640625,386,0.56,0.6363636363636364,0.5957446808510639,0.40540540540540543,0.46153846153846156,0.43165467625899284,0.48,0.5454545454545454,0.5106382978723404,doc_13_48_syn_extract_first_9698,3,385
Position Biased,"Com um volume de inscrições 3,5 vezes maior que o da edição de 2025, o prazo para avaliação da Comissão Julgadora do 3º Concurso de Fotos e Vídeos da Anatel, que se encerraria na última sexta-feira, foi estendido para 26 de fevereiro. Sob a temática *“Mundo Digital: o futuro é de todos”*, 70% das inscrições se concentraram na categoria Fotos, 20% em Foto feita por pessoa com 60 anos oumais e 10% em Vídeos. Estarão disponíveis para apreciação do público as 10 fotos e os 4 vídeos mais bem pontuados em cada categoria.",True,,0.030384540557861328,520,0.4485981308411215,0.48484848484848486,0.4660194174757281,0.22641509433962265,0.24489795918367346,0.23529411764705882,0.2616822429906542,0.2828282828282828,0.27184466019417475,doc_07_06,3,2484
Position Biased,"Já em execução pela Ifac, o projeto no estado já conta com cinco laboratórios Mão na Massa nas cidades Cruzeiro do Sul, Xapuri, Tarauacá, Sena Madureira e Rio Branco. Segundo a ministra, a iniciativa logo começará a ser executada também pela Universidade Federal do Acre (Ufac). “É ciência entrando na escola pública, é oportunidade chegando aonde muitas vezes ela demorou a chegar”, continuou Luciana Santos.",True,,0.0290067195892334,409,0.4857142857142857,0.38202247191011235,0.42767295597484273,0.21739130434782608,0.17045454545454544,0.19108280254777069,0.34285714285714286,0.2696629213483146,0.3018867924528302,doc_05_23_syn_extract_middle_2375,3,410
Position Biased,"Advocacia-Geral da União confirma no TRF2 a legalidade da fiscalização ambiental e do auto de infração de mais de R$ 4 milhões contra empresa de serviços geofísicos ! [sismica1.jpg](https://www.gov.br/agu/pt-br/comunicacao/noticias/justica-mantem-multa-aplicada-pelo-ibama-por-pesquisa-sismica-sem-licenca/sismica1.jpg/@@images/7ffb2ec0-b8be-45d5-846e-135b02345297.jpeg) A Advocacia-Geral da União (AGU) confirmou na Justiça a validade de multa ambiental aplicada pelo Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) à empresa Spectrum Geo do Brasil Serviços Geofísicos Ltda., no valor de R$ 4,07 milhões.",True,,0.027647018432617188,638,0.4690265486725664,0.5955056179775281,0.5247524752475248,0.25,0.3181818181818182,0.28,0.2831858407079646,0.3595505617977528,0.31683168316831684,doc_15_05,3,2343
Position Biased,"[Presidente Lula participa da inauguração de anel viário e túnel de Campo Grande e da visita com entrega de moradias na Comunidade do Aço, no Rio](https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2026/03/presidente-lula-participa-da-inauguracao-de-anel-viario-e-tunel-de-campo-grande-e-da-visita-com-entrega-de-moradias-na-comunidade-do-aco-no-rio/2025_aviso-de-pauta.jpg/@@images/56073d63-d1ac-409d-9064-5d439036b598.jpeg) O presidente da República, Luiz Inácio Lula da Silva, participa nesta sexta-feira, 6 de março, no Rio de Janeiro, de iniciativas que visam a melhoria da infraestrutura viária e habitacional da capital. Em Campo Grande, às 10h30, participa de inauguração da primeira fase do anel viário e túnel, que visam descongestionar o tráfego em Campo Grande da Zona Oeste do Rio.",True,,0.029350757598876953,807,0.3443708609271523,0.6046511627906976,0.43881856540084385,0.2,0.35294117647058826,0.25531914893617025,0.2052980132450331,0.36046511627906974,0.2616033755274262,doc_13_27,3,1741
Position Biased,Cédulas de Produto Rural (CPR) e avanço da industrialização impulsionam os números. Cooperativas e bancos públicos lideram liberações de recursos ! [Crédito Rural](https://www.gov.br/secom/pt-br/acompanhe-a-secom/noticias/2026/03/plano-safra-2025-2026-credito-rural-cresce-7-e-ja-soma-r-354-bilhoes-contratados/credito_rural.jpg/@@images/2624c6ec-d766-4746-a4d1-ed8b62a59354.jpeg),True,,0.026235342025756836,380,0.4925373134328358,0.4647887323943662,0.4782608695652174,0.3333333333333333,0.3142857142857143,0.3235294117647059,0.31343283582089554,0.29577464788732394,0.3043478260869565,doc_01_36_syn_extract_first_4777,3,379
Position Biased,"Companhias aéreas globais suspenderam voos em todo o Oriente Médio neste sábado (28), após os Estados Unidos e Israel lançarem ataques contra o Irã, mergulhando a região em um novo confronto militar.",True,,0.02810359001159668,199,0.8421052631578947,0.5517241379310345,0.6666666666666666,0.6756756756756757,0.43859649122807015,0.5319148936170213,0.631578947368421,0.41379310344827586,0.5,doc_13_21_syn_extract_first_2129,3,199
Position Biased,"Neste domingo, 21 de março, Dia Internacional da Síndrome de Down, realizou-se mais uma edição da Caminhada Down.",True,,0.02735614776611328,113,0.6363636363636364,0.14,0.22950819672131148,0.3333333333333333,0.0707070707070707,0.11666666666666665,0.45454545454545453,0.1,0.16393442622950818,doc_03_46_syn_extract_first_6003,3,113
Position Biased,"O Dia Internacional das Mulheres foi marcado por diversas atividades no Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict). [Ibict promove atividades no Dia Internacional das Mulheres](https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2026/marco/ibict-promove-atividades-no-dia-internacional-das-mulheres/whatsapp-image-2026-03-09-at-11-18-41.jpeg/@@images/1fcc390c-21bf-40e9-85a8-bcf84a4f99f4.jpeg) A programação contou com um café da manhã de confraternização e uma palestra ministrada pela analista de Qualidade da Informação no Núcleo Estratégico de Apoio e Gestão de Projetos (NEAP) do Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict), Érika Stella Menezes, que abordou a violência contra a mulher e a importância de ampliar o debate sobre o tema no ambiente institucional.",True,,0.02745676040649414,823,0.3546099290780142,0.6944444444444444,0.4694835680751173,0.19285714285714287,0.38028169014084506,0.2559241706161137,0.2624113475177305,0.5138888888888888,0.3474178403755868,doc_07_26_syn_short_9701,3,2153
Position Biased,"Conjunto de participantes aumentou 3,4% em relação ao final de 2024, totalizando 92.818. Destaque para crescimento de consultores de valores mobiliários",True,,0.027916669845581055,152,0.92,0.2875,0.4380952380952381,0.6666666666666666,0.20253164556962025,0.3106796116504854,0.88,0.275,0.41904761904761906,doc_09_01_syn_extract_first_6169,3,152
Position Biased,Novo polo em Recife amplia a presença da rede no Nordeste e fortalece o acesso de empresas pernambucanas a mercados internacionais e oportunidades de inovação. ! [EEN Brasil inaugura polo em Recife para impulsionar o crescimento de empresas exportadoras](https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2026/marco/een-brasil-inaugura-polo-em-recife-para-impulsionar-o-crescimento-de-empresas-exportadoras/noticias-4.png/@@images/65856a56-c82d-42a5-9522-5aefb5c666f7.png),True,,0.027761459350585938,483,0.39473684210526316,0.410958904109589,0.40268456375838924,0.16,0.16666666666666666,0.16326530612244897,0.19736842105263158,0.2054794520547945,0.20134228187919462,doc_09_40_syn_short_2684,3,1430
Position Biased,"Hoje, 8 de março, no Dia Internacional da Mulher, finalizamos a 8ª Edição do Caminhos Amefricanos: Programa de Intercâmbios Sul-Sul, em Santo Domingo, na República Dominicana. Um aspecto fundamental do programa é o enfoque na paridade de gênero, garantida pelo artigo 9º da Portaria Interministerial nº 233, que institui o [Caminhos](https://www.gov.br/igualdaderacial/pt-br/assuntos/caminhos-amefricanos-1) [Amefricanos](https://www.gov.br/igualdaderacial/pt-br/assuntos/caminhos-amefricanos-1). O Programa objetiva contribuir com a promoção da igualdade racial por meio de intercâmbios de curta duração no exterior, particularmente, em países africanos, latino-americanos e caribenhos, fortalecendo a implementação da Lei nº 10.639/2003, que tornou obrigatório o ensino da História e Cultura Afro-brasileira e Africana.",True,,0.03090977668762207,821,0.3851851851851852,0.5048543689320388,0.4369747899159664,0.23134328358208955,0.30392156862745096,0.2627118644067797,0.3111111111111111,0.4077669902912621,0.3529411764705882,doc_07_24_syn_short_5741,3,3665
Position Biased,"**Brasília, 05/03/2026** – O Ministério da Justiça e Segurança Pública (MJSP) reúne, nesta sexta-feira (6), autoridades do Governo Federal para apresentar os resultados da Operação Mulher Segura e da Operação Alerta Lilás. As iniciativas são voltadas à prevenção e ao enfrentamento da violência contra mulheres em todo o país. A Operação Mulher Segura, coordenada pelo MJSP, cumpriu 20% dos cerca de 8 mil mandados de prisão em aberto, garantindo proteção às mulheres em situação de risco.",True,,0.030391216278076172,489,0.6702127659574468,0.5727272727272728,0.6176470588235294,0.46236559139784944,0.3944954128440367,0.42574257425742573,0.5425531914893617,0.4636363636363636,0.4999999999999999,doc_19_28_syn_extract_middle_7548,3,1566
Position Biased,"**LUTA CONTRA A FOME E A DESNUTRIÇÃO** – A 39ª Conferência Regional é um espaço de diálogo e discussão técnica e política em alto nível sobre os progressos e desafios da América Latina e do Caribe na luta contra a fome e a desnutrição. Por decisão adotada pelos países-membros da região na 38ª sessão, o Brasil sediará a 39ª Conferência Regional da FAO, demonstrando grande interesse e compromisso em promover os esforços regionais de combate à fome e à desnutrição.",True,,0.026207447052001953,466,0.6595744680851063,0.9253731343283582,0.7701863354037266,0.5483870967741935,0.7727272727272727,0.6415094339622641,0.3829787234042553,0.5373134328358209,0.4472049689440994,doc_01_28_syn_extract_middle_8657,3,466
Position Biased,"O Aprimora Rede+ conta com os eixos de Reordenamento das Provisões Socioassistenciais, articulação da Rede, fortalecimento de parcerias, educação permanente e Gestão da Informação e Acompanhamento da Rede Socioassistencial. A iniciativa é fruto de um Acordo de Cooperação Técnica firmado entre a Sudene e o MDS em setembro do ano passado. As instituições apostam na estratégia de promover uma formação continuada, aprimorando as provisões de serviços, programas e projetos executados pelas entidades e Organizações da Sociedade Civil (OSCs) no âmbito do Sistema Único de Assistência Social (SUAS).",True,,0.029512882232666016,597,0.78,0.7722772277227723,0.7761194029850748,0.6363636363636364,0.63,0.6331658291457286,0.73,0.7227722772277227,0.7263681592039801,doc_03_04_syn_extract_middle_5658,3,597
Position Biased,! [julio_camara.jpeg](https://www.gov.br/ird/pt-br/assuntos/noticias/noticias-2025/deputado-julio-lopes-propoe-transformacao-da-ansn-em-agencia-reguladora-nuclear/julio_camara.jpeg/@@images/b2dead18-6c7c-43b9-8a64-6eb14fd12459.jpeg),True,,0.025317668914794922,232,0.2,0.08139534883720931,0.115702479338843,0.058823529411764705,0.023529411764705882,0.03361344537815126,0.2,0.08139534883720931,0.115702479338843,doc_05_02_syn_extract_first_2312,3,231
Position Biased,"Trilha do Ararapira, financiada pelo Programa Biodiversidade Litoral do Paraná, tem 15km, sete pontes suspensas, passarela, sinalização completa e conecta três comunidades caiçaras ! O Parque Nacional do Superagui, no litoral norte do Paraná, abriu um novo capítulo em sua história, ao inaugurar sua primeira trilha bimodal estruturada e aberta à visitação pública de forma permanente. A travessia completa é formada pelos trechos Trilha do Ararapira (15 km), Praia Deserta (21 km) e Trilha da Praia Deserta (3 km).",True,,0.04154348373413086,515,0.6385542168674698,0.5196078431372549,0.572972972972973,0.43902439024390244,0.3564356435643564,0.39344262295081966,0.3493975903614458,0.28431372549019607,0.31351351351351353,doc_15_09,3,7525
Position Biased,"! [Imagem Cartilha de inovação](https://www.gov.br/conitec/pt-br/assuntos/noticias/2025/dezembro/inovacao-normativa-da-conitec-entenda-o-que-mudou/inovacao-normativa-da-conitec-entenda-o-que-mudou_banner-conitec.png/@@images/944e9f1a-da5b-409e-8467-8dbb76bd88a8.png) A Secretaria-Executiva da Conitec publicou hoje uma Cartilha sobre as recentes mudanças trazidas pelas publicações do novo Decreto (Decreto nº 12.716, de 12 de novembro de 2025) e na nova portaria (Portaria GM/MS nº 8.817, de 21/11/2025),",True,,0.03013300895690918,505,0.3793103448275862,0.42857142857142855,0.4024390243902439,0.1511627906976744,0.17105263157894737,0.16049382716049382,0.22988505747126436,0.2597402597402597,0.24390243902439024,doc_05_03,3,1255
Position Biased,"Neste mês de fevereiro, a Cerimônia do Chá e o concerto musical na Casa Pacheco Leão acontecem nos dias 27 e 28, respectivamente. A cerimônia será conduzida pela professora Li Lu, com acompanhamento musical da professora Jing Tingting, que toca o instrumento de cordas dedilhadas tradicional chinês zhongruan. No sábado, dia 28, o concerto “Harmonias brasileiras” será apresentado pela Orquestra Carioca de Flautas, ao ar livre, na varanda da Casa, em duas sessões, às 9h30 e às 16h Assim como na cerimônia, não é preciso adquirir ingresso para o arboreto.",True,,0.030312061309814453,556,0.3979591836734694,0.52,0.4508670520231214,0.20618556701030927,0.2702702702702703,0.23391812865497075,0.25510204081632654,0.3333333333333333,0.28901734104046245,doc_07_10,3,2512
Position Biased,"Texto saiu no Diário Oficial da União dessa quarta-feira (25) e reforça a criminalização da prática, impondo medidas efetivas de prevenção por meio de educação para vulneráveis e empregadores ! [MDHC celebra publicação de decreto que reforça combate global ao trabalho escravo](https://www.gov.br/mdh/pt-br/assuntos/noticias/2026/fevereiro/mdhc-celebra-publicacao-de-decreto-que-reforca-combate-global-ao-trabalho-escravo/whatsapp-image-2026-02-27-at-14-47-25.jpeg/@@images/60c7bbf5-4a48-45b6-a880-b72fcec1a5a9.jpeg)",True,,0.02670574188232422,516,0.391304347826087,0.5217391304347826,0.4472049689440994,0.2087912087912088,0.27941176470588236,0.23899371069182387,0.2717391304347826,0.36231884057971014,0.31055900621118016,doc_19_15_syn_extract_first_2343,3,515
Position Biased,"Medida estabelece diretrizes para resgate e manejo de animais em desastres, considerando os impactos ambientais, sanitários, sociais e conectando às políticas de defesa civil e segurança de barragens ! [Saiu no DOU](https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2026/03/presidente-lula-sanciona-lei-que-cria-a-politica-de-acolhimento-e-manejo-de-animais-resgatados-amar/saiu-no-dou/@@images/201f4d1d-30ce-4228-b480-e2d0342d845b.jpeg)",True,,0.02803182601928711,451,0.547945205479452,0.5405405405405406,0.54421768707483,0.3333333333333333,0.3287671232876712,0.33103448275862074,0.4246575342465753,0.4189189189189189,0.42176870748299317,doc_15_36_syn_extract_first_6464,3,450
Position Biased,"Ações incluem doação inicial de R$ 200 mil via Fundação BB, flexibilização de crédito e renegociação de dívidas para pessoas físicas, empresas e produtores rurais, além de apoio aos municípios atingidos ! O Banco do Brasil acionou o protocolo do Programa Ajuda Humanitária e lançou campanha de apoio às pessoas atingidas pelas fortes chuvas na região da Zona da Mata, em Minas Gerais. A doação inicial é de R$ 200 mil, realizada por meio da Fundação Banco do Brasil, destinada a instituições sem fins lucrativos da região.",True,,0.03492450714111328,522,0.5392156862745098,0.6547619047619048,0.5913978494623655,0.39603960396039606,0.4819277108433735,0.4347826086956522,0.38235294117647056,0.4642857142857143,0.41935483870967744,doc_17_26,3,5301
Position Biased,"A participação da sociedade é fundamental para avançar nos debates e estratégias de enfrentamento da prática discriminatória, destaca a ministra da Igualdade Racial, Anielle Franco. “Esse comitê amplia a participação de povos, comunidades tradicionais e grupos historicamente vulnerabilizados nos debates sobre o racismo ambiental e esse é um avanço muito importante. O problema é coletivo e as soluções também precisam ser.",True,,0.02789473533630371,424,0.4626865671641791,0.5081967213114754,0.484375,0.19696969696969696,0.21666666666666667,0.20634920634920634,0.29850746268656714,0.32786885245901637,0.3125,doc_15_16_syn_extract_middle_3677,3,675
Position Biased,"Representando a B3, o vice-presidente de produtos e clientes, Luiz Masagão, enfatizou a importância da educação financeira para a vida prática e para o desenvolvimento do País. “A educação financeira é essencial para qualquer carreira e para a vida cotidiana. Ela transforma conceitos em algo aplicável, ajudando as pessoas a tomar decisões melhores.",True,,0.028493881225585938,350,0.7704918032786885,0.6619718309859155,0.712121212121212,0.6,0.5142857142857142,0.5538461538461538,0.7049180327868853,0.6056338028169014,0.6515151515151515,doc_11_25_syn_extract_middle_1096,3,446
Position Biased,"O conceito do Programa foi elevado pela segunda vez consecutiva e se refere à Avaliação Quadrienal 2021-2024 ! [2025-09-10_Escola de Governo_Pós_DeividOliveira (7) v2.JPG](https://www.gov.br/cdtn/pt-br/centrais-de-conteudo/noticias/programa-de-pos-graduacao-do-cdtn-alcanca-nota-6-na-capes/2025-09-10_escola-de-governo_pos_deividoliveira-7-v2.jpg/@@images/42f1ffe3-1e71-4e0c-ad2b-986d40e88998.jpeg) O **Programa de Pós-Graduação em Ciência e Tecnologia das Radiações, Minerais e Materiais (PPG-CDTN)** conquistou **nota 6** na Avaliação Quadrienal 2021-2024 da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes).",True,,0.026334524154663086,629,0.41964285714285715,0.47474747474747475,0.44549763033175355,0.27927927927927926,0.3163265306122449,0.2966507177033493,0.30357142857142855,0.3434343434343434,0.3222748815165876,doc_11_08_syn_short_6574,3,1413
Position Biased,"Presidente em exercício reforça que o mais urgente é socorro às vítimas e anuncia recursos de R$ 800 por pessoa desabrigada, a serem destinados às prefeituras ! Nesta terça-feira, 24 de fevereiro, o presidente da República em exercício e ministro do Desenvolvimento, Indústria, Comércio e Serviços (MDIC), Geraldo Alckmin, fez um balanço das ações do Governo do Brasil na Zona da Mata Mineira, especialmente nas cidades de Juiz de Fora e Ubá, principais atingidas pelas fortes chuvas das últimas horas. A primeira tarefa é a Defesa, as Forças Armadas, a logística, tropa, viatura, apoio ao Corpo de Bombeiros, à Saúde e à equipe da Força Nacional do SUS.",True,,0.03567671775817871,654,0.4117647058823529,0.5104166666666666,0.45581395348837206,0.2033898305084746,0.25263157894736843,0.22535211267605637,0.29411764705882354,0.3645833333333333,0.3255813953488372,doc_19_08,3,4007
Position Biased,Evento em Brasília reúne autoridades da América Latina e do Caribe para discutir políticas de combate à fome e fortalecimento da agricultura familiar ! [WhatsApp Image 2026-03-03 at 12.01.47 (1).jpeg](https://www.gov.br/fnde/pt-br/assuntos/noticias/fnde-reforca-papel-do-pnae-na-39a-conferencia-regional-da-fao-1/whatsapp-image-2026-03-03-at-12-01-47-1.jpeg/@@images/4de8c4b0-8350-4d9b-be97-98b8463684ea.jpeg) [WhatsApp Image 2026-03-03 at 12.03.51.jpeg](https://www.gov.br/fnde/pt-br/assuntos/noticias/fnde-reforca-papel-do-pnae-na-39a-conferencia-regional-da-fao-1/whatsapp-image-2026-03-03-at-12-03-51.jpeg/@@images/d366884b-0303-40fe-bdb8-8d701e471b74.jpeg),True,,0.03075122833251953,661,0.25806451612903225,0.38095238095238093,0.30769230769230765,0.17073170731707318,0.25301204819277107,0.2038834951456311,0.21774193548387097,0.32142857142857145,0.25961538461538464,doc_17_29_syn_short_3938,3,3028
Position Biased,"Proposta introduz contabilização dupla e modelo híbrido para reduzir encargos e alinhar operação à realidade do sistema. O Ministério de Minas e Energia (MME) abriu, nesta segunda-feira (02/03), uma consulta pública para discutir diretrizes de modernização do mercado de energia elétrica brasileiro. A proposta estabelece a implementação da contabilização dupla no Mercado de Curto Prazo e a transição para um modelo híbrido de formação de preços, que passa a incorporar ofertas de quantidade de energia.",True,,0.031175851821899414,504,0.7191011235955056,0.6213592233009708,0.6666666666666666,0.5454545454545454,0.47058823529411764,0.5052631578947367,0.5730337078651685,0.49514563106796117,0.5312499999999999,doc_09_07,3,3207
Position Biased,"Estado define delegados e propostas para evento nacional, marcado para maço em Aracruz (ES) ! [Cópia de carrossel - 2026-02-03T131203.030 (1).png](https://www.gov.br/culturaviva/pt-br/acesso-a-informacao/noticias/rumo-a-6a-teia-nacional-mato-grosso-do-sul-realiza-encontro-estadual-da-rede-dos-pontos-de-cultura/copia-de-carrossel-2026-02-03t131203-030-1.png/@@images/50907d1f-73c4-4ac5-b657-884a3f2f65cd.png)",True,,0.02761101722717285,409,0.38571428571428573,0.375,0.3802816901408451,0.21739130434782608,0.2112676056338028,0.21428571428571427,0.24285714285714285,0.2361111111111111,0.23943661971830987,doc_07_02_syn_extract_first_4111,3,408
Position Biased,"[SITE 2026 (6).png](https://www.gov.br/cade/pt-br/assuntos/noticias/cade-seleciona-consultor-para-apoiar-elaboracao-do-guia-de-abuso-de-poder-economico/site-2026-6.png/@@images/6804af79-ad25-46fe-8543-8575d06966e2.png) O Conselho Administrativo de Defesa Econômica (Cade) abriu processo seletivo para contratação de consultoria técnica para a elaboração do **Guia de Abuso de Poder Econômico** da autarquia. A iniciativa visa consolidar orientações técnicas, jurídicas e econômicas sobre condutas unilaterais e abuso de posição dominante, fortalecendo a atuação institucional do Cade e a promoção da cultura da concorrência.",True,,0.031053543090820312,624,0.5887850467289719,0.7,0.6395939086294415,0.5094339622641509,0.6067415730337079,0.5538461538461538,0.5420560747663551,0.6444444444444445,0.5888324873096447,doc_09_02,3,2018
Position Biased,"Memorando assinado na China prevê uso de capacidade produtiva internacional, intercâmbio técnico e pode elevar escala de fabricação de imunizantes brasileiros ! [ministro](https://www.gov.br/saude/pt-br/assuntos/noticias/2026/marco/fiocruz-firma-acordo-com-empresa-chinesa-wuxi-biologics-para-ampliar-producao-de-vacinas-para-o-sus/ministro.jpg/@@images/cb46ad4a-80e1-4e1f-b205-6e39baadccb9.jpeg)",True,,0.025222063064575195,396,0.5737704918032787,0.5072463768115942,0.5384615384615384,0.4,0.35294117647058826,0.37500000000000006,0.3770491803278688,0.3333333333333333,0.3538461538461538,doc_09_42_syn_extract_first_1158,3,395
Position Biased,"Ação conjunta levará a mensagem ""Se liga, ou eu ligo 180"" para postos rodoviários em todas as capitais do país ! [apresentação - carnaval 2026.png](https://www.gov.br/mulheres/pt-br/central-de-conteudos/noticias/2026/fevereiro/ministerio-das-mulheres-e-prf-firmam-parceria-para-campanha-de-enfrentamento-a-violencia-no-carnaval/apresentacao-carnaval-2026.png/@@images/e7b01977-fd52-43bd-a87f-85ae3d5f9a3a.png) !",True,,0.04303717613220215,411,0.47761194029850745,0.32,0.38323353293413176,0.18181818181818182,0.12121212121212122,0.14545454545454545,0.23880597014925373,0.16,0.19161676646706588,doc_17_20_syn_short_4180,3,1412
Position Biased,"Pensado para contribuir com ações de educação patrimonial, o Atlas apresenta de forma acessível o trabalho baseado em relatórios dos acervos do Iphan e em dados coletados em visitas de campo a sítios arqueológicos. São mais de 150 páginas de fotos, tabelas, referências e muitos dados que estavam dispersos em repositórios nacionais e internacionais.",True,,0.02795696258544922,350,0.703125,0.5421686746987951,0.6122448979591836,0.38095238095238093,0.2926829268292683,0.33103448275862063,0.421875,0.3253012048192771,0.36734693877551017,doc_07_16_syn_extract_middle_4139,3,350
Position Biased,"[Implantação BR-020BA_BR-020 BA - 76 por cento-01.jpg](https://www.gov.br/dnit/pt-br/assuntos/noticias/implantacao-de-segmento-na-br-020-ba-chega-a-76-de-execucao/implantacao-br-020ba_br-020-ba-76-por-cento-01.jpg/@@images/dee6def8-a974-479e-bc6a-852b6dc31001.jpeg) Melhoria na trafegabilidade, conforto e segurança para os usuários são os principais objetivos das obras de implantação da BR-020/BA, no trecho que liga o município de Campo Alegre de Lourdes a São Raimundo Nonato, na divisa com o Piauí. São 11,8 quilômetros de rodovia sendo pavimentados, concluindo o último trecho não pavimentado deste segmento.",True,,0.027026653289794922,614,0.36752136752136755,0.5972222222222222,0.45502645502645506,0.1810344827586207,0.29577464788732394,0.2245989304812834,0.21367521367521367,0.3472222222222222,0.26455026455026454,doc_13_02_syn_short_8749,3,1965
Enhanced (Full),Participação das redes é voluntária e ocorre em duas etapas. Interessados têm até sexta-feira (13) para se inscrever no programa que oferece apoio financeiro para o fortalecimento da matemática nas escolas !,True,,0.02874016761779785,207,0.6857142857142857,0.34285714285714286,0.45714285714285724,0.4117647058823529,0.2028985507246377,0.27184466019417475,0.4,0.2,0.26666666666666666,doc_11_39_syn_extract_first_6344,3,426
Enhanced (Full),"Conjunto de participantes aumentou 3,4% em relação ao final de 2024, totalizando 92.818. Destaque para crescimento de consultores de valores mobiliários ** Foi assim que o ano de 2025 terminou, com um **aumento de 3,4%** no conjunto de participantes em relação ao final de 2024, totalizando **92.818**.",True,,0.03908872604370117,302,0.6415094339622641,0.53125,0.5811965811965812,0.3076923076923077,0.25396825396825395,0.2782608695652174,0.39622641509433965,0.328125,0.35897435897435903,doc_09_01_syn_short_9779,3,1091
Enhanced (Full),"O MinC reforça a recomendação para que todos os candidatos consultem antecipadamente sua regularidade jurídica, fiscal e tributária. Estar em débito com a União impede o recebimento de recursos públicos. É fundamental resolver eventuais pendências nos seguintes sistemas: • Cadastro Informativo de Créditos Não Quitados do Setor Público Federal (Cadin); • Certidão Negativa de Débitos Relativos a Créditos Tributários Federais e Dívida Ativa da União (CND); • Certificado de Regularidade do FGTS; • Consulta de Transferência (Constransf); • Sistema de Apoio às Leis de Incentivo à Cultura (Salic); • Cadastro de Entidades Privadas Sem Fins Lucrativos Impedidas (Cepim); • Cadastro Nacional de Empresas Inidôneas e Suspensas (Ceis); • Sistema de Cadastramento Unificado de Fornecedores (Sicaf).",True,,0.028580188751220703,793,0.3951612903225806,0.765625,0.5212765957446809,0.21138211382113822,0.4126984126984127,0.27956989247311825,0.33064516129032256,0.640625,0.43617021276595747,doc_07_12_syn_extract_middle_7735,3,809
