id,title,category,original_length,reference_summary,reference_length,latency,success,error
doc_05_06_syn_extract_first_1525,Embraer faz primeiro voo de aeronave elétrica de decolagem e pouso vertical,"Ciência, Tecnologia e Inovação",495,"A Embraer realizou o primeiro voo de sua aeronave elétrica de decolagem e pouso vertical, marcando uma fase de testes e validações técnicas. O Ministério vem preparando o sistema aéreo brasileiro para a inclusão dessa nova tecnologia, que representa um avanço significativo no setor de aviação. O voo inaugural é um passo importante para o desenvolvimento e integração dessa inovadora solução de transporte aéreo no país.",421,1.5683658123016357,True,
doc_11_16_syn_extract_first_8144,INPI divulga lista de candidatos habilitados em seleção de bolsista,Economia e Finanças,347,"O INPI divulgou a lista de candidatos habilitados e selecionados para a etapa de entrevistas orais do edital nº 01/2026 de seleção de bolsista acadêmico para o projeto ""Estruturação da base de dados de contratos"". O edital estabelece o cronograma do processo seletivo, que inclui a divulgação da lista de candidatos aprovados para a próxima fase.",346,1.714637279510498,True,
doc_19_27_syn_short_5563,Estupro coletivo no Rio de Janeiro reforça urgência do debate sobre consentimento e educação para prevenção da violência,Justiça e Direitos Humanos,984,"O caso de estupro coletivo ocorrido em Copacabana, Rio de Janeiro, envolvendo uma adolescente de 17 anos e cinco agressores, sendo um também adolescente e os outros entre 18 e 19 anos, causou profunda indignação e exige resposta firme das instituições. O episódio demanda investigação rigorosa e responsabilização dos envolvidos. Esse caso evidencia a urgência de ampliar o debate sobre consentimento, respeito e igualdade nas relações entre crianças, adolescentes e jovens, sendo a prevenção da violência de gênero essencial para a promoção da dignidade e dos direitos das meninas e mulheres.",593,2.482717990875244,True,
doc_01_40_syn_extract_first_8136,Edital de fortalecimento produtivo dos territórios pesqueiros aceita inscrições até 15 de março,"Agricultura, Pecuária e Abastecimento",459,"O Ministério da Igualdade Racial prorrogou o prazo de inscrições para o Edital de Fortalecimento Produtivo dos Territórios Pesqueiros até 15 de março de 2023. O edital oferece reserva de vagas para projetos que visem a inclusão produtiva e/ou de subsistência de povos e comunidades tradicionais, povos indígenas e comunidades quilombolas. O objetivo é apoiar iniciativas que fortaleçam a produção, comercialização e geração de renda dessas populações, contribuindo para o desenvolvimento sustentável de seus territórios.",520,1.9603822231292725,True,
doc_17_10_syn_extract_middle_3496,Receita Federal em Foz do Iguaçu encontra medicamentos emagrecedores em condições impróprias durante deslacração de ônibus retido,Economia e Finanças,476,"Na sexta-feira (30), após fiscalização, foram apreendidas 704 ampolas e 4 canetas de medicamentos emagrecedores, no valor total de R$ 602.414,66, que estavam escondidos nos estofados das poltronas e em uma lixeira sobre o motor do ônibus. A apreensão ocorreu durante a deslacração do veículo, e a ocultação dos produtos em áreas quentes poderia comprometer sua conservação e representar risco à saúde em caso de uso ilegal.",423,1.775688886642456,True,
doc_03_27_syn_short_2796,Lula edita MP que garante apoio de R$ 7.300 a famílias atingidas por chuvas na Zona da Mata e outra que cria linha de crédito para reconstrução,Economia e Finanças,834,O presidente Lula assinou duas Medidas Provisórias para apoiar a população e a recuperação econômica de municípios da Zona da Mata de Minas Gerais afetados por eventos climáticos. A primeira MP concede um apoio financeiro direto de R$ 7.300 por família atingida. A segunda MP cria uma linha de crédito para financiar a retomada das atividades econômicas nos municípios afetados. As medidas serão publicadas em edição extra do Diário Oficial da União.,450,2.0616257190704346,True,
doc_19_01_syn_extract_middle_4150,Wellington César Lima e Silva toma posse no MJSP e defende atuação integrada de combate ao crime organizado,Segurança Pública,335,"O ministro Ricardo Lewandowski destacou que a gestão anterior do Ministério da Segurança Pública buscou conduzir a política de segurança pública dentro dos limites constitucionais e com respeito aos direitos e garantias fundamentais. Segundo Lewandowski, esse compromisso permanece como um dos principais desafios e responsabilidades da nova gestão à frente da pasta.",367,1.381913185119629,True,
doc_05_13_syn_extract_first_3705,Diretor-Geral do CENSIPAM realiza visita técnica ao Centro Tecnológico da Marinha e ao Instituto de Pesquisa da Marinha no Rio de Janeiro,"Ciência, Tecnologia e Inovação",414,"O Diretor-Geral do Centro Gestor e Operacional do Sistema de Proteção da Amazônia (CENSIPAM), Coronel Marcos Antônio Pereira Gomes, realizou uma visita técnica ao Centro Tecnológico da Marinha e ao Instituto de Pesquisa da Marinha, ambos localizados no Rio de Janeiro. O objetivo da visita foi discutir possíveis parcerias e cooperações entre as instituições, visando o desenvolvimento de projetos e soluções tecnológicas voltados para a proteção da Amazônia. Durante a visita, foram apresentadas as capacidades e infraestruturas de cada órgão, com foco em áreas como sensoriamento remoto, processamento de dados e inteligência artificial.",639,2.749105215072632,True,
doc_13_04_syn_short_8618,AVISO DE PAUTA: Prêmio ANTAQ 2025 acontecerá na próxima terça-feira (10),Infraestrutura e Transportes,871,"A Agência Nacional de Transportes Aquaviários (ANTAQ) realizará a 10ª edição do Prêmio ANTAQ na próxima terça-feira, 10 de fevereiro de 2026. O tema deste ano é ""Soluções para a Mudança do Clima"", e a principal novidade é a criação da categoria Conexão Hidroviária. Antes do evento, a ANTAQ divulgará os dados da movimentação portuária de 2025 através do Painel Estatístico Aquaviário.",385,2.0862300395965576,True,
doc_19_34,O mundo presta homenagem aos policiais mortos em serviço,Segurança Pública,9754,"Em 7 de março, países de todo o mundo iluminaram monumentos emblemáticos em azul para homenagear o Dia Internacional dos Policiais Mortos em Serviço. A iniciativa, coordenada pela INTERPOL, reconhece o sacrifício e a dedicação dos agentes de polícia que perderam a vida no cumprimento do dever. Cerimônias nacionais incluíram minutos de silêncio, hasteamento de bandeiras a meio-mastro e oferendas florais. A comemoração destaca a natureza transnacional do trabalho policial e a cooperação internacional necessária para proteger, servir e defender a justiça em comunidades locais.",580,2.38657283782959,True,
doc_15_10_syn_extract_first_7797,Plano Clima é aprovado e contempla ações destinadas aos povos indígenas após participação coletiva com apoio da Funai,Meio Ambiente e Sustentabilidade,273,"O Plano Nacional de Adaptação à Mudança do Clima (PNA) foi aprovado, contemplando ações destinadas aos povos indígenas. O processo de elaboração do plano contou com a participação coletiva de representantes indígenas, com apoio da Fundação Nacional dos Povos Indígenas (Funai). O plano visa fortalecer a resiliência e a capacidade de adaptação dos povos indígenas aos impactos das mudanças climáticas, por meio de medidas específicas para esse público.",452,3.373626947402954,True,
doc_11_03_syn_extract_first_5853,Começa a edição Angola do Programa Caminhos Amefricanos,Educação,405,"O Governo do Brasil lançou uma iniciativa para promover o diálogo entre professores, mestres e jovens na construção de uma educação antirracista. A ação, chamada ""Caminhos Amefricanos"", visa fortalecer a conexão entre Brasil e Angola, compartilhando conhecimentos e experiências sobre a temática. O programa envolve a realização de oficinas, palestras e debates, com o objetivo de combater o racismo e valorizar a diversidade cultural dos países.",446,1.6002953052520752,True,
doc_17_42_syn_extract_first_8827,"Lula inaugura setor de trauma e clínica médica no novo Hospital Federal do Andaraí, no Rio, com investimento de R$ 607 milhões",Saúde,515,"O governo federal inaugurou um novo setor de trauma e clínica médica no Hospital Federal do Andaraí, no Rio de Janeiro, como parte do Plano de Reestruturação dos Hospitais Federais. Com um investimento de R$ 607 milhões, a unidade ampliará sua capacidade de atendimento para mais de 650 pacientes por dia, expandindo significativamente o acesso a serviços de saúde na região.",375,1.753939151763916,True,
doc_01_49_syn_extract_middle_2584,Mapa inaugura galeria de ex-secretários executivos,"Agricultura, Pecuária e Abastecimento",129,"O Ministério da Agricultura, Pecuária e Abastecimento (MAPA) destacou a trajetória e as contribuições dos ex-secretários-executivos para o desenvolvimento da agropecuária brasileira. Esses profissionais desempenharam um papel fundamental na formulação e implementação de políticas públicas que impulsionaram o crescimento do setor agrícola no país. Suas iniciativas e liderança foram essenciais para a modernização e fortalecimento da agricultura brasileira, tornando-a um dos principais motores da economia nacional.",517,1.7733044624328613,True,
doc_11_04_syn_extract_first_2679,Anvisa conclui curso de formação para novos especialistas em regulação,Regulação e Fiscalização,299,"A Agência Nacional de Vigilância Sanitária (Anvisa) realizará a prova final do curso de formação para novos especialistas em regulação neste domingo, 21 de dezembro. O curso, que capacitou os profissionais, teve seu encerramento marcado pela aplicação dessa avaliação final. A conclusão desse processo de formação é um importante passo para fortalecer a atuação da Anvisa na regulação do setor de saúde no Brasil.",413,1.7458722591400146,True,
doc_01_17_syn_short_4502,"Contrata+Brasil gerou mais de R$ 13,7 milhões de renda para MEIs em um ano",Economia e Finanças,1004,"A plataforma Contrata+Brasil, gerenciada pelo Ministério da Gestão e da Inovação em Serviços Públicos (MGI), gerou R$ 13,7 milhões em renda direta para 8.129 microempreendedores individuais (MEIs) por meio de mais de 2,4 mil contratações realizadas por 1.311 órgãos públicos em todo o país durante seu primeiro ano de operação. A iniciativa simplifica as contratações e facilita o acesso de pequenos negócios locais ao mercado de compras públicas.",447,2.220041513442993,True,
doc_05_11,ABIN firma parceria estratégica com Laboratório de Inovação da Enap,"Ciência, Tecnologia e Inovação",2171,"A Agência Brasileira de Inteligência (ABIN) e a Escola Nacional de Administração Pública (Enap) firmaram uma parceria estratégica para a produção e publicação de textos analíticos e prospectivos sobre aspectos geopolíticos, sociais e econômicos da Inteligência Artificial (IA). O objetivo é ampliar o entendimento sobre o uso de IA e fomentar o desenvolvimento de uma cultura de inovação e uso responsável das tecnologias emergentes. A iniciativa envolve a atuação conjunta do Laboratório de Inovação em Inteligência Artificial do Governo Federal (LIIA) e do Laboratório de Inovação da ABIN (LABINova), reforçando o papel dos laboratórios de inovação como instrumentos centrais para a modernização do Estado brasileiro.",719,3.4177017211914062,True,
doc_05_34_syn_extract_first_6442,ICMBio fortalece cooperação internacional em agendas de tecnologia e monitoramento ambiental na América Latina,Meio Ambiente e Sustentabilidade,548,"O ICMBio realizou visitas técnicas ao Panamá e Peru em fevereiro, promovendo a troca de experiências sobre rastreamento de embarcações pesqueiras, tecnologias de monitoramento e inovação aplicada à conservação da biodiversidade. As atividades envolveram a visita ao Centro de Monitoramento da ARAP no Panamá, fortalecendo a cooperação internacional em agendas de tecnologia e monitoramento ambiental na América Latina. Essas iniciativas visam aprimorar o uso de ferramentas tecnológicas para a gestão e proteção dos recursos naturais na região.",544,1.8538944721221924,True,
doc_17_16_syn_extract_middle_5557,Prazo para Emissão do Recibo Eletrônico Receita Saúde – Ano-Calendário 2025,Economia e Finanças,255,A legislação brasileira permite a emissão retroativa do Receita Saúde até o último dia de fevereiro do ano subsequente ao da prestação do serviço. Isso significa que os recibos relativos a atendimentos realizados em 2025 poderão ser emitidos até 28 de fevereiro de 2026. Essa flexibilidade na emissão dos recibos visa facilitar o processo de declaração de despesas médicas pelos contribuintes.,393,1.7061166763305664,True,
doc_13_11_syn_extract_middle_5173,Ministério da Gestão autoriza contratação temporária de 489 profissionais para o Comando da Aeronáutica,Trabalho e Emprego,342,"O Comando da Aeronáutica realizará um processo seletivo simplificado para contratação de pessoal, com ampla divulgação, inclusive no Diário Oficial da União. O recrutamento será feito por meio de análise de currículos. O Comando deverá observar as normas relativas às políticas de reserva de vagas e garantir que o processo seletivo esteja alinhado à efetividade dessas políticas.",380,1.6941196918487549,True,
doc_15_22_syn_short_8939,Cientistas e indígenas registram biodiversidade e cultura da região do Alto Rio Içá,Meio Ambiente e Sustentabilidade,1088,"O Instituto Nacional de Pesquisas da Amazônia (Inpa/MCTI) lançou o ""Relatório do Inventário Rápido Biológico e Social do Alto Rio Içá #33"", resultado de uma expedição científica realizada em maio de 2025 no extremo oeste do Amazonas. O relatório, produzido por cientistas de cinco países e especialistas indígenas, apresenta informações sobre a geologia, flora, vegetação e catalogação de quatro grupos de animais da região remota e pouco documentada da Amazônia Ocidental. O evento de lançamento do livro e vídeo aconteceu no Auditório da Ciência do Inpa, com entrada gratuita.",578,3.0830931663513184,True,
doc_15_03_syn_extract_first_7291,SFB e CNI fortalecem cooperação para Prêmio em Estudos de Economia e Mercado Florestal,Economia e Finanças,386,"O Serviço Florestal Brasileiro (SFB) e a Confederação Nacional da Indústria (CNI) firmaram uma parceria que garante a realização do Prêmio de Estudos em Economia e Mercado Florestal até 2028. Essa iniciativa visa aproximar a pesquisa, o setor produtivo e as políticas públicas, contribuindo para o desenvolvimento florestal sustentável no Brasil. O acordo fortalece a cooperação entre as instituições e reafirma o compromisso com a promoção de estudos e análises que subsidiem a tomada de decisões relacionadas ao setor florestal.",530,2.2986598014831543,True,
doc_05_01,Brasil aprofunda debate sobre responsabilidade civil nuclear em workshop co-organizado pela ANSN e AIEA,Energia e Recursos Minerais,4756,"A Autoridade Nacional de Segurança Nuclear (ANSN) organizou, em parceria com a Agência Internacional de Energia Atômica (AIEA), um workshop nacional sobre a Convenção de Compensação Suplementar por Dano Nuclear (CSC). O evento reuniu representantes de instituições estratégicas do setor nuclear brasileiro para discutir o regime global de responsabilidade civil por danos nucleares e seus potenciais impactos para o país. O workshop abordou temas como o arcabouço jurídico brasileiro, o regime global de compensação, requisitos e vantagens da CSC, seguro de riscos nucleares e experiências internacionais. O encontro favoreceu a troca de informações, o esclarecimento de dúvidas e uma apreciação coletiva sobre possíveis vantagens para o Brasil em caso de adesão à CSC, consolidando um marco importante para o debate brasileiro sobre responsabilidade civil nuclear.",865,2.4558286666870117,True,
doc_13_48_syn_extract_first_9698,Governo do Brasil entrega 324 ônibus escolares do Caminho da Escola,Educação,385,"O governo federal iniciou a distribuição da segunda etapa do Novo Programa de Aquisição de Ônibus Escolares (Novo PAC Seleções), que disponibilizará mil ônibus para beneficiar até 120 mil estudantes de áreas rurais e de difícil acesso em todo o país. O investimento total é de R$ 500 milhões. Essa ação faz parte do programa ""Caminho da Escola"", que visa melhorar o acesso à educação em regiões remotas.",403,2.969414234161377,True,
doc_07_06,Mais de 800 obras disputam as premiações do 3º Concurso de Fotos e Vídeos da Anatel,Comunicações e Mídia,2484,"O 3º Concurso de Fotos e Vídeos da Anatel recebeu um volume de inscrições 3,5 vezes maior que a edição anterior. A Comissão Julgadora selecionou as 10 melhores fotos e 4 melhores vídeos em cada categoria para votação popular, que ocorrerá de 3 a 8 de março. As obras vencedoras serão aquelas com a maior pontuação da Comissão Julgadora e da votação popular. Os prêmios variam de R$ 1.500 a R$ 5.500 para os primeiros colocados em cada categoria. A divulgação dos vencedores será em 24 de março, durante as comemorações do Mês dos Consumidores.",543,2.534160852432251,True,
doc_13_01_syn_extract_middle_8239,As Rotas de Integração Sul-Americana são agora um Programa formal do MPO,Infraestrutura e Transportes,557,"Durante o Fórum da América Latina e Caribe no Panamá, o presidente Lula reafirmou o compromisso do Brasil em acelerar a implementação de seu programa de integração sul-americana. Ele destacou que o país está avançando rapidamente em dezenas de obras de infraestrutura, como melhorias em rodovias, hidrovias, ferrovias, portos, aeroportos, infovias e linhas de transmissão. Segundo Lula, essas iniciativas têm o potencial de dobrar o comércio intrarregional em um curto período de tempo.",486,2.288926362991333,True,
doc_09_08,AGU derruba liminar que autorizava dedução na base de cálculo da CFEM,Economia e Finanças,4010,"A Advocacia-Geral da União (AGU) confirmou na Justiça Federal de Minas Gerais o entendimento da Agência Nacional de Mineração (ANM) sobre o cálculo da Compensação Financeira por Exploração Mineral (CFEM), que é cobrada das mineradoras. O juízo da 8ª Vara Federal Cível de Belo Horizonte revogou a liminar que permitia a dedução da base de cálculo da CFEM dos valores recolhidos pela mineradora a título de taxa de fiscalização estadual. A AGU argumentou que a taxa estadual possui natureza e finalidade distintas da CFEM, que é uma receita patrimonial da União, e não pode ser compensada. A decisão fortalece o entendimento jurisprudencial sobre a cobrança da CFEM e a relevância institucional da ANM na regulação do setor mineral.",731,2.7621359825134277,True,
doc_09_06_syn_extract_middle_6139,Aplicativo do Gás do Povo é o mais baixado do Brasil e consolida adesão recorde ao programa,Economia e Finanças,290,"O ministro Alexandre Silveira afirmou que o programa Gás do Povo está apresentando resultados positivos. Ele destacou o aumento simultâneo no número de downloads do aplicativo, nas recargas realizadas pelas famílias nas revendas credenciadas e na adesão crescente das revendas de GLP, o que comprova a solidez do programa. Essas informações indicam que o programa está sendo bem recebido e utilizado pela população, alcançando seus objetivos.",442,1.767002820968628,True,
doc_19_17_syn_short_1058,Susep orienta população após fortes chuvas em Minas Gerais,Economia e Finanças,963,"A Superintendência de Seguros Privados (Susep) orientou a população de Minas Gerais sobre como proceder em relação a seguros após as fortes chuvas que atingiram o estado. A principal recomendação é que os segurados verifiquem atentamente suas apólices ou certificados de seguro para identificar as coberturas contratadas e os riscos definidos nas condições contratuais. Em caso de dúvidas, a Susep orienta que os segurados entrem em contato com a seguradora ou o corretor responsável pela intermediação.",503,3.4917514324188232,True,
doc_17_18_syn_short_2790,ANPD participa de Jornada de Proteção de Dados no SUS para fortalecer a governança e a segurança da informação,"Ciência, Tecnologia e Inovação",1559,"A Agência Nacional de Proteção de Dados (ANPD) participou da abertura da 3ª Jornada de Proteção de Dados Pessoais no Sistema Único de Saúde (SUS), realizada pelo Ministério da Saúde. O evento focou no fortalecimento da atuação dos encarregados de dados e na qualificação de processos para reduzir riscos no tratamento de informações sensíveis no setor público. A Diretora da ANPD, Lorena Giuberti Coutinho, destacou a importância estratégica da Rede Nacional de Dados em Saúde (RNDS) e afirmou que a proteção de dados é fundamental para a transformação digital sustentável da saúde, sendo necessária a construção de uma base de confiança e transparência.",654,2.2846596240997314,True,
doc_05_23_syn_extract_middle_2375,MCTI lança programa Mais Ciência na Escola no Acre,Educação,410,"O Ministério da Ciência, Tecnologia e Inovações (MCTI) está implementando o projeto ""Mão na Massa"" no estado do Acre, que já conta com cinco laboratórios nas cidades de Cruzeiro do Sul, Xapuri, Tarauacá, Sena Madureira e Rio Branco. A ministra Luciana Santos afirmou que a iniciativa também será executada pela Universidade Federal do Acre (Ufac), levando a ciência para a escola pública e oportunidades para áreas que antes eram negligenciadas.",445,2.3303701877593994,True,
doc_15_05,Justiça mantém multa aplicada pelo Ibama por pesquisa sísmica sem licença,Meio Ambiente e Sustentabilidade,2343,"A Advocacia-Geral da União (AGU) confirmou a legalidade da multa ambiental de R$ 4,07 milhões aplicada pelo Ibama à empresa Spectrum Geo do Brasil Serviços Geofísicos Ltda. por realizar pesquisa sísmica marítima sem licença ambiental. O Tribunal Regional Federal da 2ª Região (TRF2) rejeitou o recurso da empresa e considerou que o procedimento administrativo observou o devido processo legal, não havendo prescrição ou irregularidade na atuação do órgão ambiental. A decisão foi uma importante vitória na proteção do ecossistema marinho, desestimulando a atuação de outros potenciais poluidores.",596,2.1759116649627686,True,
doc_17_06_syn_extract_middle_3573,"Projeto promove testagem para ISTs, cuidados com a tuberculose e educação em saúde para comunidade ribeirinha de Rondônia",Saúde,693,"O Ministério da Saúde reconhece a importância das organizações da sociedade civil (OSC) no combate à tuberculose e infecções sexualmente transmissíveis (ISTs) no Brasil. Segundo o diretor do Departamento de HIV, Aids, Tuberculose, Hepatites Virais e Infecções Sexualmente Transmissíveis, as ações de base comunitária das OSC são fundamentais para alcançar populações vulneráveis, como as comunidades ribeirinhas, no âmbito do Sistema Único de Saúde (SUS). Essa atuação localizada e adaptada é essencial dada a extensão geográfica e diversidade social do país.",559,2.0598652362823486,True,
doc_13_27,"Presidente Lula participa da inauguração de anel viário e túnel de Campo Grande e da visita com entrega de moradias na Comunidade do Aço, no Rio",Infraestrutura e Transportes,1741,"O presidente Lula participa de duas iniciativas no Rio de Janeiro nesta sexta-feira, 6 de março. Em Campo Grande, ele inaugura a primeira fase do anel viário e túnel, que visam descongestionar o tráfego na região. Já na Comunidade do Aço, Lula entrega novas moradias para a população em situação de vulnerabilidade social, incluindo beneficiários do Programa Bolsa Família. Ambas as agendas contam com a presença do prefeito do Rio, Eduardo Paes.",446,2.2622907161712646,True,
doc_01_36_syn_extract_first_4777,Plano Safra 2025/2026: crédito rural cresce 7% e já soma R$ 354 bilhões contratados,"Agricultura, Pecuária e Abastecimento",379,"O Plano Safra 2025-2026 registrou um crescimento de 7% no crédito rural, atingindo R$ 354 bilhões em recursos contratados. As Cédulas de Produto Rural (CPR) e o avanço da industrialização impulsionaram esses números. As cooperativas e os bancos públicos lideraram as liberações de recursos, demonstrando a importância desses agentes no fortalecimento da agricultura brasileira.",377,1.6494371891021729,True,
doc_13_03_syn_extract_first_9728,DNIT executa reconstrução de bueiro hidráulico na BR-174/RR,Infraestrutura e Transportes,343,"O Departamento Nacional de Infraestrutura de Transportes (DNIT) está realizando a reconstrução de um bueiro hidráulico na BR-174/RR, no km 713 da rodovia, próximo ao município de Pacaraima. A ação visa melhorar a segurança e a trafegabilidade da via, que é uma importante rota de acesso entre Brasil e Venezuela.",312,3.5959062576293945,True,
doc_15_10,Plano Clima é aprovado e contempla ações destinadas aos povos indígenas após participação coletiva com apoio da Funai,Meio Ambiente e Sustentabilidade,9643,"O Plano Nacional sobre Mudança do Clima (Plano Clima) 2024-2035 foi aprovado em dezembro de 2024 pelo Comitê Interministerial sobre Mudança do Clima (Cim). O plano inclui um eixo específico para os povos indígenas, elaborado com a liderança do Ministério dos Povos Indígenas (MPI) e apoio da Fundação Nacional dos Povos Indígenas (Funai), com a participação coletiva dos povos indígenas e suas organizações. O Plano Clima estabelece estratégias de mitigação e adaptação para diversos setores, incluindo ações destinadas aos povos indígenas, como a demarcação de terras, o fortalecimento da resiliência climática e o protagonismo das organizações indígenas na governança climática nacional.",689,4.3108086585998535,True,
doc_13_21_syn_extract_first_2129,Companhias aéreas suspendem voos para Oriente Médio,Transporte e Infraestrutura,199,"As principais companhias aéreas internacionais suspenderam seus voos no Oriente Médio após os Estados Unidos e Israel realizarem ataques contra o Irã, elevando as tensões na região. A decisão das empresas aéreas visa garantir a segurança de seus passageiros e tripulações diante do novo confronto militar que se instaurou na área. Essa medida reflete a preocupação com a instabilidade e os riscos envolvidos em operar voos na região durante esse período de escalada de tensões.",477,2.0586605072021484,True,
doc_05_11_syn_short_5136,ABIN firma parceria estratégica com Laboratório de Inovação da Enap,"Ciência, Tecnologia e Inovação",1980,"A Agência Brasileira de Inteligência (ABIN) e a Escola Nacional de Administração Pública (Enap) firmaram uma parceria estratégica para a produção e publicação de textos analíticos e prospectivos sobre aspectos geopolíticos, sociais e econômicos da Inteligência Artificial (IA). O objetivo é ampliar o entendimento sobre o uso de IA e fomentar o desenvolvimento de uma cultura de inovação e uso responsável das tecnologias emergentes. A parceria envolve o Laboratório de Inovação em Inteligência Artificial do Governo Federal (LIIA) da Enap e o Laboratório de Inovação da ABIN (LABINova), que já publicaram dois textos abordando as capacidades e limitações dos modelos de IA. Essa iniciativa reforça o papel dos laboratórios de inovação como instrumentos centrais para a modernização do Estado brasileiro.",804,2.7762835025787354,True,
doc_03_46_syn_extract_first_6003,Caminhada Down celebra Dia Internacional da Síndrome,Desenvolvimento Social,113,"No Dia Internacional da Síndrome de Down, 21 de março, aconteceu a Caminhada Down, um evento anual que visa promover a inclusão e conscientização sobre a condição. A caminhada reuniu pessoas com síndrome de Down, familiares e apoiadores em uma ação de visibilidade e celebração da diversidade. O evento é uma importante iniciativa para fortalecer a luta pelos direitos e a valorização da população com síndrome de Down no Brasil.",429,1.9991512298583984,True,
doc_19_24_syn_extract_first_3579,Cade condena representado em processo de cartel em licitações de aeroportos,Economia e Finanças,316,"O Conselho Administrativo de Defesa Econômica (CADE) condenou um administrador por sua participação em um cartel em licitações de aeroportos. Além de uma multa, o administrador está proibido de participar de concorrências públicas pelo prazo de 5 anos. A decisão visa punir e coibir práticas anticompetitivas que prejudicam a livre concorrência e o erário público.",364,1.8117737770080566,True,
doc_07_26_syn_short_9701,Ibict promove atividades no Dia Internacional das Mulheres,Desenvolvimento Social,2153,"O Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict) promoveu diversas atividades em comemoração ao Dia Internacional das Mulheres. A programação incluiu um café da manhã de confraternização, uma palestra sobre violência contra a mulher e depoimentos de participantes. O diretor do Ibict, Tiago Braga, destacou que o país enfrenta um cenário preocupante de violência contra as mulheres e reforçou o compromisso institucional em promover um ambiente mais justo e inclusivo no campo do conhecimento. O Ibict pretende ampliar esse debate envolvendo também os colaboradores homens da instituição, para que compreendam seu papel no enfrentamento das desigualdades e violências que atingem meninas e mulheres.",719,2.9822568893432617,True,
doc_19_30_syn_extract_first_2535,Brasil sem Feminicídio: Governo do Brasil apresenta resultados de operações de enfrentamento à violência contra mulheres,Segurança Pública,286,"O Governo Federal apresentou os resultados de operações de enfrentamento à violência contra as mulheres realizadas em março de 2023. A ação, denominada ""Brasil Sem Feminicídio"", envolveu diversas instituições e resultou na prisão de 1.200 suspeitos, além da apreensão de 1.500 armas e 2.000 munições. O objetivo é fortalecer as políticas públicas de proteção às mulheres e reduzir os índices de violência de gênero no país.",423,2.364501953125,True,
doc_09_16_syn_extract_first_6491,"Nordeste cria mais de 5% dos novos empregos no Brasil em janeiro, aponta Sudene",Economia e Finanças,415,"O Nordeste registrou a criação de 6.134 novos postos de trabalho formais em janeiro, representando mais de 5% dos novos empregos gerados no Brasil no período. Os setores de Construção e Serviços foram os principais responsáveis por esse saldo positivo, de acordo com dados da Superintendência do Desenvolvimento do Nordeste (Sudene). Essa performance do mercado de trabalho na região nordestina reflete a retomada gradual da economia brasileira após os impactos da pandemia de COVID-19.",486,1.9621493816375732,True,
doc_17_25_syn_extract_first_4978,INSS inaugura novas instalações em São Simão (SP) com tecnologia para perícias e avaliações remotas,Saúde,456,"O INSS inaugurou uma nova sede em São Simão, SP, com instalações modernas que melhoram o atendimento e ampliam o acesso a benefícios por incapacidade e Benefício de Prestação Continuada (BPC). A nova unidade conta com tecnologia para realizar perícias e avaliações remotas, facilitando o processo para os segurados. A mudança para a Avenida Simão da Silva Teixeira visa modernizar os serviços prestados pelo instituto e oferecer mais comodidade e agilidade no acesso aos benefícios.",482,2.6680610179901123,True,
doc_01_22,Acelera Amapá leva ajuda humanitária e crédito produtivo ao interior do Amapá,Desenvolvimento Social,4317,"O Ministério da Integração e do Desenvolvimento Regional (MIDR) realizou ações emergenciais em Serra do Navio e Pedra Branca, no Amapá, para beneficiar mais de 1.500 famílias de agricultores e pescadores afetados pela praga da mandioca e pelo período de estiagem. Foram entregues cerca de 600 kits de alimentação em Serra do Navio e 900 em Pedra Branca, em parceria com o Ministério do Desenvolvimento Social (MDS), o Governo do Amapá e as prefeituras municipais. Além disso, o MIDR promoveu um mutirão de Microcrédito Produtivo Orientado (MPO) para impulsionar a atividade produtiva na região, com atendimento do Banco da Amazônia (Basa) e da Cactvs.",651,2.578946828842163,True,
doc_01_40_syn_short_6280,Edital de fortalecimento produtivo dos territórios pesqueiros aceita inscrições até 15 de março,Desenvolvimento Social,1875,"O Ministério da Pesca e Aquicultura (MPA) e o Ministério das Mulheres (MMulheres) lançaram um edital de fortalecimento produtivo dos territórios pesqueiros, com inscrições abertas até 15 de março. O edital reserva 10% das vagas para projetos que contemplem a inclusão produtiva e/ou de subsistência de povos e comunidades tradicionais, povos indígenas e comunidades quilombolas. Os projetos selecionados poderão receber recursos entre R$ 25 mil e R$ 350 mil, destinados a ações voltadas à sustentabilidade socioambiental, preservação dos ecossistemas costeiros e marinhos, e fortalecimento das atividades produtivas e culturais dessas comunidades.",647,2.373182535171509,True,
doc_01_29_syn_short_9976,INPI concede IG Chapada de Minas (MG) para 22 municípios produtores de café,"Agricultura, Pecuária e Abastecimento",1303,"O INPI reconheceu a Indicação Geográfica (IG) Chapada de Minas, na espécie Indicação de Procedência (IP), para a produção de café em 22 municípios de Minas Gerais. Com esse registro, o Brasil agora possui 167 IGs reconhecidas, sendo 125 Indicações de Procedência e 42 Denominações de Origem. O reconhecimento da IG Chapada de Minas se deve à região ser notadamente representativa na atividade cafeeira e atender aos requisitos fundamentais para a concessão da IG, como a produção de cafés de alta qualidade, principalmente pelas características do solo e clima propícios.",571,2.0432024002075195,True,
