id,title,category,subcategory,original_length,reference_summary,reference_length,latency,success,error
7d79b08f80450ae20869a0c49708ee28,Ministério da Cultura lança manual para apoiar quem trabalha com jogos eletrônicos no Brasil,"Cultura, Artes e Patrimônio",Incentivo às Artes,2958,"O Ministério da Cultura (MinC) lançou o manual ""Game é Cultura, Game é Audiovisual"" para orientar agentes do setor de jogos eletrônicos sobre os caminhos de financiamento e consolidar a atuação do MinC nessa área. O objetivo é fortalecer a autonomia dos criadores, facilitar o acesso aos recursos públicos e ampliar a presença dos games nas políticas culturais brasileiras. O manual reúne informações sobre a Lei Rouanet, linhas de crédito do Fundo Setorial do Audiovisual, programas de internacionalização e iniciativas do Brazil Games, além de se conectar ao Marco Legal dos Jogos Eletrônicos.",595,2.153074264526367,True,
8f399feee854f93125c24c3c3dae3195,Ministério da Cultura divulga resultado preliminar do Edital Prêmio Boas Práticas do Céu das Artes,"Cultura, Artes e Patrimônio",Incentivo às Artes,2739,"O Ministério da Cultura do Brasil divulgou o resultado preliminar do Edital Nº 8/2025, que premia iniciativas de boas práticas nos CEUs (Centros de Artes e Esportes Unificados) das Artes. O edital distribuirá um total de R$ 350.000,00, com prêmios que variam de R$ 7.500 a R$ 27.500 para cada projeto contemplado. A iniciativa visa valorizar as práticas que mantêm os CEUs das Artes vivos e conectados às comunidades, reconhecendo o trabalho realizado pelas equipes locais.",473,2.2790544033050537,True,
5b028ca86819ad32f811e281d595c896,MPA marca presença no lançamento do 10º Anuário Brasileiro da Piscicultura Peixe BR,"Agricultura, Pecuária e Abastecimento",Agronegócio,4510,"O Ministério da Pesca e Aquicultura (MPA) participou do lançamento do 10º Anuário Brasileiro da Piscicultura, da Associação Brasileira da Piscicultura (Peixe BR), que destaca que a produção de peixes de cultivo no Brasil ultrapassou 1 milhão de toneladas em 2025. O Anuário apresenta dados atualizados sobre a produção nacional, o desempenho da atividade nos últimos anos e a produção por estado, destacando os avanços do setor e as perspectivas para os próximos anos. O documento é considerado essencial para o desenvolvimento da piscicultura no país, fornecendo informações confiáveis e consolidadas sobre a cadeia produtiva.",627,2.34783673286438,True,
510a8b002ee7c4fd8aca0e93ba9a381c,Anvisa proíbe venda de suplementos e produtos naturais irregulares,Saúde,Vigilância Sanitária,2634,"A Anvisa determinou a apreensão e proibição da comercialização, distribuição, fabricação, importação, divulgação e consumo de diversos produtos irregulares, incluindo suplementos alimentares e um produto de ""Nano Prata Frequenciada"". Os motivos são a origem desconhecida, composição não autorizada e alegações falsas de benefícios à saúde, representando sérios riscos à população. A Agência orienta a denúncia desses produtos irregulares.",438,1.740049123764038,True,
9425846d211874c826048bbb4d7354ee,Fundaj e IBGE realizam palestra e panorama do Censo 2022 sobre a realidade das mulheres no Brasil,Educação,Programas e Políticas Educacionais,3970,"A Fundação Joaquim Nabuco (Fundaj) e o Instituto Brasileiro de Geografia e Estatística (IBGE) realizam, nos dias 25 e 26 de março, uma palestra sobre a violência contra a mulher no Brasil e um panorama do Censo Demográfico 2022 sobre a realidade das mulheres no país. As atividades acontecem no Campus Gilberto Freyre, em Recife, e vêm após a inauguração da Casa Brasil IBGE Fundaj, um novo espaço que facilitará o acesso a informações estatísticas e geocientíficas.",466,2.1597814559936523,True,
peticoes-relacionadas-a-estudos-de-bioequivalencia-tem-novo-codigo-de-assunto_aed9f4,Petições relacionadas a estudos de bioequivalência têm novo código de assunto,Saúde,Vigilância Sanitária,2352,"A Anvisa disponibilizou um novo código de assunto (12413) para padronizar solicitações de inclusão e alteração na lista de formas de administração e de analitos a serem quantificados em estudos de bioequivalência. Essa medida visa otimizar a organização e rastreabilidade das demandas, contribuindo para uma maior eficiência na análise técnica e melhor gerenciamento dos processos regulatórios relacionados à condução de estudos de biodisponibilidade relativa/bioequivalência e farmacocinéticos.",495,1.9562444686889648,True,
caravana-federativa-apresenta-investimentos-e-avancos-em-ciencia-tecnologia-e-desenvolvimento-em_b23d86,"Caravana Federativa apresenta investimentos e avanços em ciência, tecnologia e desenvolvimento em São Paulo","Ciência, Tecnologia e Inovação",Pesquisa Científica,6612,"O governo brasileiro realizou a 17ª edição da Caravana Federativa, um evento que aproxima o governo federal dos municípios e detalha os investimentos do Novo PAC em áreas como infraestrutura, saúde, habitação e inovação. A ministra da Ciência, Tecnologia e Inovação, Luciana Santos, destacou os investimentos recorde na região de São Paulo, com mais de R$ 25 bilhões aplicados em ciência, tecnologia e inovação entre 2023 e 2025. O evento também serviu para anunciar entregas como ambulâncias, equipamentos para saúde, moradias e ônibus elétricos, além de iniciativas em áreas estratégicas como inclusão digital e transição energética.",635,3.8927416801452637,True,
151e22ea564aeb83879d134c42416728,"Santos Dumont amplia áreas de embarque remoto e inicia operação de ônibus elétricos com investimento de R$ 42,19 milhões",Infraestrutura e Transportes,Aviação Civil,3817,"O Ministério de Portos e Aeroportos (MPor) entregou melhorias no Aeroporto Santos Dumont, no Rio de Janeiro, como parte das ações do Governo Federal para modernizar a infraestrutura aeroportuária do país. As entregas incluem a ampliação das áreas de embarque e desembarque remoto, a instalação de novas esteiras de restituição de bagagens, a construção de novos sanitários e o início da operação de oito ônibus elétricos para o transporte de passageiros. O investimento total nesta etapa é de R$ 42,19 milhões, realizado com recursos próprios da Infraero, e integra um ciclo contínuo de investimentos e modernização do aeroporto.",629,2.6730682849884033,True,
db5cddaebaed8e21195081d8a758ada8,Bolsa Atleta celebra 20 anos com recorde histórico de beneficiários,Esportes e Lazer,Incentivo ao Esporte,6219,"O Programa Bolsa Atleta atingiu em 2025 o maior número de beneficiários desde sua criação em 2005, reforçando seu papel estratégico no desenvolvimento do esporte brasileiro. Com recorde de contemplados, crescimento nos investimentos e resultados expressivos em competições nacionais e internacionais, a iniciativa consolida-se como uma política pública de apoio direto ao atleta, garantindo condições para o desenvolvimento do alto rendimento em todo o país.",458,1.9475889205932617,True,
0175c8b798ede55f640b0572f2513c8f,Brasil apresenta políticas de proteção a migrantes em diálogo com relator da ONU,Minorias e Grupos Especiais,Políticas para Mulheres,4400,"O Brasil apresenta uma rede estruturada de acolhimento e proteção a migrantes, com iniciativas como a Operação Acolhida e a FORSUAS, que garantem a proteção dos direitos humanos e a inclusão socioeconômica dessa população. O modelo brasileiro, baseado na articulação entre diferentes níveis de governo, foi apresentado ao relator especial da ONU para os Direitos Humanos de Migrantes, destacando o acesso universal a serviços públicos e programas sociais como parte central desse processo.",489,2.1546900272369385,True,
67db7ca3ff47b55674839f3529696caf,"Lula defende ampliar integração entre Brasil e Bolívia: “Fronteira viva que conecta povos, culturas e economia”",Relações Internacionais e Diplomacia,Acordos Internacionais,7604,"O presidente brasileiro Luiz Inácio Lula da Silva e o presidente boliviano Rodrigo Paz se reuniram para discutir a integração energética, o comércio e a segurança entre os dois países. Eles assinaram acordos de cooperação nas áreas de turismo, energia e combate ao crime organizado transnacional. Lula destacou a importância de fortalecer a integração entre Brasil e Bolívia, enfatizando a necessidade de ampliar o comércio bilateral e a responsabilidade compartilhada de proteger a Amazônia. Paz reafirmou a proximidade histórica, geográfica e política entre os países e expressou otimismo sobre uma nova era na relação bilateral.",631,2.568037986755371,True,
b0e788baebf4d33a66cbdc9b874d1349,Prorrogado para 2 de abril prazo de inscrições para o Comitê Nacional de Enfrentamento ao Racismo Ambiental e Climático,Meio Ambiente e Sustentabilidade,Mudanças Climáticas,3288,"O governo brasileiro prorrogou até 2 de abril de 2026 o prazo de inscrições para o Comitê Nacional de Enfrentamento ao Racismo Ambiental e Climático. Essa iniciativa, fruto de articulação entre diversos ministérios, visa ampliar a participação da sociedade civil na formulação de políticas públicas destinadas a enfrentar as desigualdades raciais agravadas pelos impactos da mudança climática. O Comitê tem como objetivo articular políticas, produzir diretrizes e impulsionar ações educativas para combater o racismo ambiental, reforçando a governança compartilhada e a centralidade desse tema na política climática nacional.",625,2.563074827194214,True,
cne-destaca-lei-das-universidades-comunitarias-em-solenidade_6373d8,CNE destaca Lei das Universidades Comunitárias em solenidade,Educação,Ensino Superior,5333,"O Conselho Nacional de Educação (CNE) realizou uma solenidade para reconhecer o empenho de parlamentares, conselheiros e representantes das instituições comunitárias no processo de regulamentação da Lei nº 12.881/2013, conhecida como Lei das Universidades Comunitárias. O Decreto nº 12.817/2026 disciplinou a qualificação dessas instituições e a celebração de termos de parceria, ampliando a segurança jurídica e fortalecendo a atuação das instituições comunitárias, especialmente em regiões onde elas representam a principal alternativa de oferta universitária.",562,2.1552088260650635,True,
22aff00ced6991a03f618c50aaa0f1a8,Laudo do IML aponta lesões na face e pescoço de policial baleada em SP,Segurança Pública,Policiamento,1431,"Resumo da notícia governamental brasileira em 2-3 frases concisas (100-150 palavras):

O laudo necroscópico realizado após a exumação do corpo da policial militar Gisele Alves Santana apontou lesões contundentes na face e na região cervical, indicando a presença de marcas de pressão digital e ungueal. Ambos os laudos, tanto o inicial quanto o posterior à exumação, concluíram que a causa da morte foi um traumatismo cranioencefálico grave por disparo de arma de fogo. A Secretaria da Segurança Pública de São Paulo informou que aguarda os laudos referentes à reconstituição e exumação do corpo, preservando os detalhes devido ao sigilo judicial imposto.",655,2.9695816040039062,True,
dcabdaedefdfaa344dee289f5e75cc72,"Em Belém (PA), Iphan apresenta estudo sobre dinâmicas econômicas associadas ao Círio de Nazaré",Meio Ambiente e Sustentabilidade,Conservação Ambiental,3035,"O Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) está realizando uma pesquisa inédita sobre as dinâmicas econômicas associadas ao patrimônio cultural brasileiro reconhecido pela Unesco. A equipe da pesquisa está percorrendo seis cidades brasileiras, incluindo Belém (PA), para apresentar resultados preliminares e oferecer oficinas formativas sobre a economia do patrimônio cultural, com foco nas cadeias produtivas e na sustentabilidade. A iniciativa busca superar a escassez de dados sobre a dimensão econômica do patrimônio cultural no Brasil, visando subsidiar a formulação de políticas públicas e futuras pesquisas.",636,2.2084708213806152,True,
d3af72866b85b8befa8b9b9e55a11383,MEC já investiu 71% dos recursos de infraestrutura para Rede Federal,Educação,Ensino Básico,3976,"O Ministério da Educação (MEC) investiu R$ 1 bilhão na melhoria e ampliação da infraestrutura da Rede Federal de Educação Profissional, Científica e Tecnológica, correspondendo a 71% do total previsto de R$ 1,4 bilhão pelo Novo Programa de Aceleração do Crescimento (Novo PAC). O investimento visa dotar os campi com restaurantes estudantis, salas de aula, laboratórios, bibliotecas, quadras poliesportivas e sedes próprias, além de contemplar mobiliário, equipamentos e usinas fotovoltaicas. O objetivo é consolidar e fortalecer a infraestrutura dos institutos federais, garantindo o pleno funcionamento das unidades e beneficiando diretamente milhares de estudantes.",668,3.031114101409912,True,
7aeef344d3f2aa06d98121826a70c6f1,Consulta pública sobre norma de referência de padronização dos instrumentos negociais dos serviços de água e esgoto termina na próxima quinta (26),Meio Ambiente e Sustentabilidade,Conservação Ambiental,3919,"A Agência Nacional de Águas e Saneamento Básico (ANA) está realizando uma consulta pública sobre a norma de referência para padronização dos instrumentos negociais dos serviços de água e esgoto, com o objetivo de receber contribuições da sociedade para o aprimoramento do processo. A norma proposta estabelece diretrizes para os contratos de prestação desses serviços, incluindo a possibilidade de adequação dos contratos vigentes, e será aplicada aos contratos firmados nos termos da Lei de Parcerias Público-Privadas. A ANA tem a atribuição regulatória de editar normas de referência para o setor de saneamento básico desde a aprovação do novo marco legal em 2020.",666,2.7804911136627197,True,
656f88e9e00d258e160c820a6e555401,Canal Gov destaca agricultura familiar no novo programa Campo da Gente,"Agricultura, Pecuária e Abastecimento",Agricultura Familiar,3527,"O Governo do Brasil, por meio do Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA) e da Empresa Brasil de Comunicação (EBC), lança o programa ""Campo da Gente"" no Canal Gov. O programa, com 12 episódios, retrata as histórias, desafios e tradições da agricultura familiar no Brasil, destacando o impacto das políticas públicas, como o Pronaf e o PAA, no dia a dia dos produtores rurais. O programa, apresentado pelo violeiro Mazinho Quevedo, combina jornalismo, cultura popular e música ao vivo, reafirmando a importância da agricultura familiar para a segurança alimentar e o desenvolvimento social no campo.",624,3.688239574432373,True,
9fde419f75a0597ffab7c90a3a9cb380,Brasil e Bolívia assinam acordo de cooperação turística durante agenda bilateral em Brasília,Relações Internacionais e Diplomacia,Acordos Internacionais,3751,"O ministro do Turismo do Brasil e o ministro do Turismo Sustentável, Culturas, Folclore e Gastronomia da Bolívia assinaram um Memorando de Entendimento para ampliar a cooperação turística entre os dois países. O acordo prevê ações conjuntas para aumentar o fluxo de visitantes, estimular investimentos e promover a integração de destinos na América do Sul, fortalecendo a relação estratégica entre Brasil e Bolívia.",415,2.2548232078552246,True,
088915f535f2fb8ff2efc50b27f35212,Diretoria de Produção promove café da manhã em homenagem às mulheres,"Cultura, Artes e Patrimônio",Cultura e Identidade Nacional,2730,"O DNOCS realizou um café da manhã especial em homenagem às mulheres, com a presença de servidores, colaboradores e convidados. O evento destacou a importância da valorização feminina, do respeito às diferenças e da luta pela equidade de gênero, reafirmando o compromisso da instituição com um ambiente de trabalho baseado no respeito e na igualdade.",349,2.056391477584839,True,
radio-mec-de-quem-e-a-musica-destaca-o-compositor-luiz-antonio_1e8326,Rádio MEC: De quem é a música? destaca o compositor Luiz Antonio,"Cultura, Artes e Patrimônio",Incentivo às Artes,4304,"Aqui está um resumo da notícia em 2-3 frases concisas (aproximadamente 150 palavras):

A Rádio MEC apresenta a segunda edição da série ""De quem é a música?"", produzida por Ruy Castro, que relembra sambas e marchinhas de sucesso, com foco na obra do compositor Luiz Antonio, autor de clássicos como ""Sassaricando"" e ""Barracão"". O programa revela que Luiz Antonio era um militar que se dedicou à carreira artística após os 43 anos, compondo sambas de conteúdo social e canções românticas, muitas delas interpretadas por Miltinho e outros grandes nomes da música popular brasileira. A série ""De quem é a música?"" busca destacar a trajetória de compositores brasileiros menos conhecidos, mas que fizeram parte importante do cancioneiro nacional, intercalando os hits de sua autoria com relatos de Ruy Castro sobre suas vidas e obras.",829,5.017004489898682,True,
d1c320db8843eaab8d7e86eef6ec5356,Inovação em Niterói: CBPF integra o Conselho Diretor Técnico do Distrito Cantareira,"Ciência, Tecnologia e Inovação",Inovação,2074,"O encontro reuniu representantes da ciência, academia e indústria para discutir o novo polo de inovação da cidade de Niterói, marcando o início das atividades do Conselho Diretor Técnico (CDT) responsável por consolidar o ecossistema de inovação local. A visita técnica às instalações do Distrito de Inovação da Estação Cantareira fortaleceu o diálogo institucional e o alinhamento de estratégias para o desenvolvimento do projeto, que busca transformar a região em um polo de ciência, tecnologia e inovação no estado do Rio de Janeiro.",536,1.8605575561523438,True,
86503f36ed328039d3e562dbaa83ebe1,Fachin defende distanciamento de interesses no Judiciário,Justiça e Direitos Humanos,Sistema Judiciário,2516,"Resumo da notícia governamental brasileira em 2-3 frases concisas (100-150 palavras):

O presidente do Supremo Tribunal Federal (STF), Edson Fachin, defendeu a necessidade de manter o distanciamento das partes e dos interesses em jogo no Judiciário, afirmando que a imparcialidade é a condição para a equidade. Fachin também abordou a questão da remuneração dos magistrados, ressaltando que os privilégios funcionais da magistratura existem como depósito da confiança pública e devem estar amparados pela Constituição. Além disso, o presidente do STF reconheceu que o debate sobre os vencimentos dos juízes ocorre em um ""momento de tensão"" na Corte, e afirmou que o Judiciário não pode sair deste momento menor do que entrou.",725,17.72470235824585,True,
06667ad454a3064d9a8abe97648989e4,Tuiuti homenageará a matriarca do samba Tia Ciata no carnaval de 2027,"Cultura, Artes e Patrimônio",Preservação do Patrimônio,6359,"Aqui está um resumo da notícia em 2-3 frases concisas (aproximadamente 150 palavras):

A escola de samba Paraíso do Tuiuti anunciou o enredo para o Carnaval de 2027, que homenageará Tia Ciata, uma importante figura do samba e do candomblé no Rio de Janeiro. Tia Ciata, cujo nome de batismo era Hilária Batista de Almeida, nasceu na Bahia e se mudou para o Rio, onde se tornou uma matriarca do samba, acolhendo sambistas e praticantes do candomblé em sua casa. O enredo, que será desenvolvido pelo carnavalesco Renato Lage e escrito pelos historiadores Cláudio Russo e Luiz Antônio Simas, irá contar a trajetória de Tia Ciata, destacando sua importância para a cultura afro-brasileira e sua luta contra a repressão policial ao samba e ao candomblé na cidade do Rio de Janeiro durante a época em que viveu.",804,4.235915184020996,True,
264e651cfab9874975eb6c6b94ff6727,Pesquisa Vozes do Serviço Público entra na reta final e convoca servidores a participarem pelo SouGov,Políticas Públicas e Governança,Gestão Pública,1912,"O Ministério da Gestão e da Inovação em Serviços Públicos (MGI) e a Escola Nacional de Administração Pública (Enap) estão conduzindo uma pesquisa com servidores federais até 28 de fevereiro para coletar percepções, experiências e sugestões sobre temas relacionados ao ambiente de trabalho, gestão, desenvolvimento profissional e inovação no setor público. As informações coletadas irão subsidiar o aprimoramento de políticas de gestão de pessoas e contribuir para a melhoria contínua dos serviços oferecidos à sociedade. A participação é voluntária e confidencial, e os resultados permitirão avançar na construção de um ambiente de trabalho mais colaborativo, inovador e orientado a resultados.",694,2.1210646629333496,True,
3a36ddc92aa4c803d075ab9750bf1ac9,Anatel lança 3ª edição do Programa de Intercâmbio P@ed,"Ciência, Tecnologia e Inovação",Política e Regulação,7325,"A Anatel, agência reguladora brasileira, lançará a terceira edição do Programa Anatel de Intercâmbio Acadêmico e Formação em Ecossistema Digital (P@ed) em 2026, oferecendo 20 vagas para universitários de todo o Brasil. O objetivo é fortalecer os vínculos com a comunidade acadêmica e formar líderes para a transformação digital, com atividades de imersão em temas relacionados à regulação do setor de telecomunicações. O programa é uma iniciativa estratégica da Anatel para aproximar a academia do ambiente regulatório e promover o avanço das políticas públicas no setor digital.",579,2.872741460800171,True,
0d9ea55657794684e509185f75d7609b,"Projeto GEF Mar fortalece gestão participativa e anuncia novo ciclo com aporte de R$ 4,5 milhões pelo MMA",Meio Ambiente e Sustentabilidade,Conservação Ambiental,8127,"O seminário realizado pelo CNPT/ICMBio destacou o protagonismo das comunidades tradicionais, a valorização cultural e os avanços na governança participativa no âmbito do Projeto GEF Mar. O evento marcou o encerramento do segundo ciclo de ações e anunciou um investimento de R$ 4,5 milhões para o próximo ciclo, com foco no empoderamento de mulheres e jovens e na integração entre comunidades e adaptação à mudança climática. O seminário também celebrou a cultura tradicional, com apresentações de fandango caiçara e gastronomia do mar, e lançou o Caderno de Saberes, que reúne relatos de pescadores artesanais e comunidades caiçaras do Sul e Sudeste.",650,2.833554983139038,True,
diretoria-colegiada-aprova-certificacao-de-obra-hidrica-no-rn-e-delibera-sobre-outorgas-em-reuniao_210e2b,Diretoria colegiada aprova certificação de obra hídrica no RN e delibera sobre outorgas em reunião colegiada,Infraestrutura e Transportes,Obras Públicas,3863,"A Diretoria Colegiada da Agência Nacional de Águas e Saneamento Básico (ANA) aprovou a emissão do Certificado de Avaliação da Sustentabilidade de Obra Hídrica (CERTOH) para o Sistema Adutor Agreste Potiguar, no Rio Grande do Norte, que ampliará a segurança hídrica da região. Além disso, a ANA deliberou sobre outorgas de uso de recursos hídricos para geração de energia e irrigação, reforçando a segurança hídrica em diferentes regiões do país.",445,2.1914303302764893,True,
16164777849dce8e6daffc456da8c559,"Em reunião com o Consesp, ministro Wellington César afirma que segurança pública é dever de Estado",Segurança Pública,Justiça e Segurança,3598,"O Ministro da Justiça e Segurança Pública, Wellington César Lima e Silva, reuniu-se com representantes do Conselho Nacional de Secretários de Segurança Pública (Consesp) para alinhar estratégias de proteção ao cidadão. O ministro reforçou a importância da parceria entre os entes federados e destacou que a segurança pública é uma agenda de Estado, visando construir um pacto e viabilizar ações necessárias. O encontro também contou com a participação do novo Secretário Nacional de Segurança Pública, Chico Lucas, e do Secretário Nacional de Políticas Penais, André Garcia, que reafirmaram o compromisso do Ministério em dar suporte aos estados e tornar a sociedade brasileira mais segura.",690,2.671959161758423,True,
e894d76a837f8b86e7c1d2e21afb51f3,INPI concede IG Chapada de Minas (MG) para 22 municípios produtores de café,"Agricultura, Pecuária e Abastecimento",Agronegócio,1302,"O INPI reconheceu a Indicação Geográfica (IG) Chapada de Minas, na espécie Indicação de Procedência (IP), para a produção de café em 22 municípios de Minas Gerais. Esse registro eleva o número total de IGs reconhecidas no Brasil para 167, sendo 125 IPs e 42 Denominações de Origem. A região da Chapada de Minas é reconhecida pela produção de cafés de alta qualidade, devido às características do solo e clima propícios.",419,1.9038848876953125,True,
38c5da0264c957e040decaf2a1a6fa0a,PF cumpre mandados de prisão domiciliar determinados pelo STF,Segurança Pública,Justiça e Segurança,1031,"A Polícia Federal cumpriu 10 mandados de prisão domiciliar com uso de tornozeleira eletrônica, determinados pelo Supremo Tribunal Federal, em oito estados brasileiros e no Distrito Federal. Além da prisão domiciliar, foram impostas medidas cautelares como a proibição de uso de redes sociais, contato com outros investigados, entrega de passaportes, suspensão de documentos de porte de arma de fogo e proibição de visitas.",422,2.2066783905029297,True,
999f3fd04877509f3941284991ecc8f0,Estupro de vulnerável representa 75% dos casos em SP em janeiro,Segurança Pública,Prevenção e Enfrentamento à Violência,1427,"O balanço da Secretaria da Segurança Pública de São Paulo revela que os estupros de vulnerável representaram 75,3% do total de ocorrências em janeiro, com uma redução de 8,9% em comparação ao mesmo período do ano anterior. Houve também uma queda nos homicídios dolosos, atingindo o menor patamar em 26 anos.",307,1.6486010551452637,True,
oito-pessoas-sao-mortas-em-operacao-policial-no-morro-dos-prazeres_f214df,Oito pessoas são mortas em operação policial no Morro dos Prazeres,Segurança Pública,Policiamento,1477,"Resumo da notícia governamental brasileira:

Um ônibus incendiado interditou a Avenida Paulo de Frontin no Rio de Janeiro, em reação a uma operação policial nas comunidades dos morros Fallet, Fogueteiro e Prazeres. O chefe do tráfico Claudio Augusto dos Santos, conhecido como Jiló dos Prazeres, foi morto junto com seis suspeitos, e um morador também perdeu a vida no tiroteio. A operação foi realizada pela Polícia Militar do Estado do Rio de Janeiro, que permanecerá na região por tempo indeterminado. Diversas linhas de ônibus foram impactadas, sofrendo desvios de itinerário.",580,2.1521034240722656,True,
5e47db23bf09233261ba9561fcdcde06,Acordo vai incentivar mediação em casos de subtração internacional de menores,Justiça e Direitos Humanos,Direitos das Crianças,3055,"A Advocacia-Geral da União (AGU) e o Tribunal Federal Regional da 1ª Região (TRF1) firmaram um acordo de cooperação técnica para reduzir a litigiosidade e promover a conciliação em casos de subtração internacional de menores. O objetivo é minimizar o desgaste financeiro e emocional, especialmente para as crianças e adolescentes envolvidos, por meio da representação pré-processual e da mediação judicial conduzida pelo Centro Judiciário de Métodos Consensuais de Solução de Disputas (Cejusc) do TRF1. O acordo segue as diretrizes da Convenção da Haia e da legislação brasileira, como o Estatuto da Criança e do Adolescente (ECA), e faz parte de uma série de iniciativas da AGU para lidar com a subtração internacional de menores.",731,2.292649745941162,True,
6eb8540c64a3c76559bafaf92ae3599d,"“Quem governa SP é o mercado imobiliário”, diz padre Júlio",Políticas Públicas e Governança,Participação e Colaboração Social,3025,"O padre Júlio Lancellotti, fundador do Núcleo de Convivência São Martinho de Lima em São Paulo, criticou a intenção da prefeitura de fechar o centro, que atende diariamente cerca de 400 pessoas em situação de vulnerabilidade. Segundo o padre, a prefeitura alega estar reestruturando a rede socioassistencial, mas ele acredita que a especulação imobiliária esteja por trás dessa decisão, uma vez que a área é valorizada. Após reação da sociedade, a prefeitura recuou e anunciou que não fechará o núcleo, mas promoverá um ""aperfeiçoamento dos serviços prestados"".",561,2.7359306812286377,True,
dfcf7d31a1623d26a839359b5769941e,UE pede à ONU ação para permitir exportação de petróleo por Ormuz,Relações Internacionais e Diplomacia,Acordos Internacionais,3002,"A chefe da diplomacia da União Europeia (UE) solicitou ao secretário-geral da ONU uma iniciativa semelhante à do acordo dos Cereais do Mar Negro para permitir a exportação de petróleo pelo Estreito de Ormuz, dada a importância do abastecimento de petróleo e fertilizantes para a segurança alimentar global. Os ministros dos Negócios Estrangeiros da UE também discutiram a possibilidade de reforçar a presença naval no Oriente Médio para proteger a circulação marítima na região.",478,2.872401475906372,True,
c196e34f592be2f3c8e23c507000d4e3,"AGU mantém na Justiça multa de R$ 95,8 milhões aplicada à Enel",Energia e Recursos Minerais,Políticas Energéticas,3918,"A Justiça Federal negou o pedido da Eletropaulo Metropolitana Eletricidade de São Paulo S.A. (Enel SP) para anular ou reduzir a multa de R$ 95,8 milhões aplicada pela Agência Nacional de Energia Elétrica (Aneel) em 2021 por falhas no fornecimento de energia elétrica em São Paulo. A Advocacia-Geral da União (AGU) defendeu a legalidade do processo administrativo que culminou na aplicação da penalidade, reforçando a importância da qualidade do serviço público. Além disso, a AGU criou um grupo de trabalho para avaliar as medidas adotadas pela Enel após os apagões na Região Metropolitana de São Paulo e sugerir providências judiciais e extrajudiciais.",653,2.77215576171875,True,
2049ca3e791ed2dfc80de46113aca247,SPU moderniza gestão de imóveis públicos federais com nova plataforma digital,Economia e Finanças,Fiscalização e Tributação,4794,"A Secretaria do Patrimônio da União (SPU) irá desativar o Sistema de Gerenciamento dos Imóveis de Uso Especial da União (SPIUNET) em março de 2026, migrando todos os processos e fluxos de trabalho para a Plataforma Integrada de Gestão do Patrimônio da União (SPUnet). Essa transição faz parte da Estratégia de Transformação Digital da SPU e visa modernizar a gestão do patrimônio público federal, tornando os processos mais ágeis, transparentes e eficientes, com a unificação de dados e a integração com outras plataformas estratégicas.",536,3.452108383178711,True,
presidente-lula-participa-da-apresentacao-da-primeira-aeronave-supersonica-produzida-no-brasil-o_72e7fc,"Presidente Lula participa da apresentação da primeira aeronave supersônica produzida no Brasil, o caça F-39E Gripen",Defesa e Forças Armadas,Missões Militares,2351,"O presidente Lula participará da apresentação da primeira aeronave supersônica produzida no Brasil, o caça F-39E Gripen, no Aeródromo Embraer Unidade Gavião Peixoto, em São Paulo. Esse marco insere o Brasil em um seleto grupo de nações com capacidade de desenvolver e produzir aeronaves de combate de alta complexidade, sendo um feito inédito na América Latina. Além disso, a Embraer também demonstrará o protótipo de veículo aéreo elétrico de pouso e decolagem vertical, conhecido como ""carro-voador"", que está sendo desenvolvido pela subsidiária Eve Air Mobility.",565,2.026578664779663,True,
2c1967ae202cae7faac8a6172485b5a3,Sistemas da Anvisa estão funcionando normalmente,Saúde,Vigilância Sanitária,524,"A Agência Nacional de Vigilância Sanitária (Anvisa) informou que os sistemas eletrônicos que apresentavam instabilidade foram plenamente restabelecidos após a atuação da equipe técnica em regime de trabalho contínuo. A recuperação dos serviços ocorreu com o objetivo de restabelecer a normalidade das operações no menor tempo possível, garantindo a continuidade dos serviços de saúde e vigilância sanitária.",407,1.503237009048462,True,
5a35538e97c43cc3bd3577329bf51c78,"Novo projeto de locação social no Minha Casa, Minha Vida",Habitação e Urbanismo,Programas Habitacionais,1321,"O Ministério das Cidades lançará um projeto inédito de parceria público-privada para locação de imóveis do Minha Casa, Minha Vida na B3 em São Paulo. O projeto beneficiará quase 1.100 famílias em Recife (PE) com aluguel social e será expandido para outras cidades. A iniciativa é uma colaboração entre o governo federal, a Prefeitura de Recife, a Caixa Econômica Federal e a Secretaria Especial do Programa de Parcerias de Investimentos.",437,2.5682179927825928,True,
90bffa26a8fb0192eac990401c41bdc3,Operação desarticula grupo que fabricava armas em impressoras 3D,Segurança Pública,Combate ao Crime Organizado,2246,"Operação desarticulou organização criminosa que produzia e vendia armas de fogo e acessórios fabricados por impressoras 3D. O grupo, formado por jovens engenheiros e estudantes, vendia peças e disponibilizava manuais online sobre a fabricação dessas armas, usando criptomoedas para dificultar o rastreamento. Os criminosos foram denunciados por organização criminosa, lavagem de dinheiro e comércio ilegal de armas, com o procurador-geral alertando sobre os riscos dessa tecnologia ser usada por grupos radicais e criminosos.",525,2.053504228591919,True,
